id,brand_name,presentation,dosage_raw,dci,labo_name,therapeutic_class,status,atc_code,price_ppv,price_hospital,toxicity_class,product_type,indications,is_psychoactive,contraindications,min_age,source_url
3941,"ROZAT 10 MG, Comprimé pelliculé",Boite de 28,10 MG,Rosuvastatine,BOTTU S.A.,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,147.1,92.0,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3942,"ROZAT 20 MG, Comprimé pelliculé",Boite de 28,20 MG,Rosuvastatine,BOTTU S.A.,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",Commercialisé,C10AA07,238.0,149.0,A,Médicament,"Adultes
Traitement de l'hypercholestérolémie
Hypercholestérolémie primaire (type IIa incluant les hypercholestérolémies familiales hétérozygotes) ou dyslipidémies mixtes (type IIb), en complément d'un régime lorsque la réponse au régime et aux autres traitements non pharmacologiques n'est pas suffisante.
En cas d'hypercholestérolémie familiale homozygote, en complément d'un régime et d'autres mesures à but hypolipémiant ou lorsque ces mesures ne sont pas appropriées.
Prévention des complications cardio-vasculaires
Rosuvastatine est utilisée pour réduire le risque d'événements cardio-vasculaires sévères chez les patients adultes présentant un taux normal de LDL-cholestérol, mais dont le risque de maladies cardio-vasculaires athéroscléreuses est accru en raison de l'âge (hommes ≥50 ans, femmes ≥60 ans), d'un taux accru de hsCRP (≥2,0 mg/l) et au moins d'un autre facteur de risque cardio-vasculaire tel qu'hypertension, tabagisme, faible taux de HDL-C ou antécédent familial de cardiopathie coronarienne prématurée.
Chez les patients hypercholestérolémiques, il est nécessaire de surveiller les valeurs lipidiques et de respecter les recommandations posologiques ci-dessous. Il est en outre nécessaire de traiter les autres causes connues de morbi-mortalité cardio-vasculaire conformément aux directives applicables.
Enfants et adolescents de 10 à 17 ans
Garçons et filles (au moins un an après la ménarche) souffrant d'hypercholestérolémie familiale hétérozygote, en complément d'un régime alimentaire, lorsque la réponse au régime et aux autres mesures non pharmacologiques (p.ex. exercice physique, perte de poids) reste insuffisante.",false,,,
3943,"ROZEX 0.75 % , Gel",Tube de 30 g,0.75,Métronidazole,SOTHEMA,Nitro-imidazolés,Commercialisé,D06BX01,81.4,50.9,A,,"Traitement local de la rosacée.

Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.",false,,,
3944,"RYBREVANT 350 MG, Solution à diluer pour perfusion",Boite d'un flacon de 7 ml de solution,350 MG,Amivantamab,MAPHAR,,Commercialisé,L01FX18,15290.0,14998.0,A,,"Rybrevant est indiqué :
- en association au lazertinib, en première ligne de traitement des patients adultes atteints d’un cancer bronchique non à petites cellules (CBNPC) avancé avec mutations de l’EGFR par délétions dans l’exon 19 ou substitution L858R dans l’exon 21,

- en association au carboplatine et au pémétrexed, dans le traitement des patients adultes atteints d’un CBNPC avancé avec mutations de l’EGFR par délétion dans l’exon 19 ou substitution L858R dans l’exon 21, en échec d'un précédent traitement comprenant un inhibiteur de la tyrosine kinase (ITK) de l'EGFR.

- en association au carboplatine et au pémétrexed, en première ligne de traitement des patients adultes atteints d’un CBNPC avancé avec mutations activatrices de l’EGFR par insertion dans l’exon 20.

- en monothérapie dans le traitement des patients adultes atteints d’un CBNPC avancé avec mutations activatrices de l’EGFR par insertion dans l’exon 20, après échec d'un traitement à base de sels de platine.",false,,,
3945,"RYZODEG FLEXTOUCH 100 U / ML, Solution injectable de 3 ml",Boite de 5 stylos remplis,100 U / ML,Insuline dégludec et insuline asparte,LAPROPHAN,Insuline humaine analogue à action lente avec insuline à action rapide,Commercialisé,A10AD06,900.0,617.0,,,,false,,,
3946,"RYZODEG FLEXTOUCH 100 UI / ML, Solution injectable",Boite d'un stylo pré-rempli de 3 ML,100 UI / M,Insuline dégludec et insuline asparte,LAPROPHAN,Insuline humaine analogue à action lente avec insuline à action rapide,Commercialisé,A10AD06,198.0,123.7,,,"Diabète sucré de type 1 chez les adultes, les adolescents et les enfants à partir de 2 ans.
Diabète sucré de type 2 chez l'adulte à condition qu'un traitement à l'insuline soit nécessaire.",false,,,
3947,"RÉMOX 20 MG, Comprimé dispersible",Boîte de 10,20 MG,Piroxicam,AFRIC-PHAR,Anti-inflammatoire non stéroïdien,Commercialisé,M01AC01,39.0,24.4,A,Médicament,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.

La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",false,,,
3948,"RÉMOX 20 MG, Gélule",Boîte de 10,20 MG,Piroxicam,AFRIC-PHAR,Anti-inflammatoire non stéroïdien,Commercialisé,M01AC01,39.0,24.4,A,Médicament,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.

La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",false,,,
3949,"RÉMOX 20 MG, Suppositoire",Boîte de 12,20 MG,Piroxicam,AFRIC-PHAR,"Anti-inflammatoire non stéroïdien, oxicam",Commercialisé,M01AC01,42.0,26.2,A,Médicament,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué.

La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",false,,,
3950,"S-CITAP 10 MG, Comprimé pelliculé [P]",Boite de 30,10 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Commercialisé,N06AB10,144.2,90.1,A,Médicament,"Traitement de la dépression dans sa phase initiale et traitement d'entretien pour la prévention des rechutes.
Prévention de nouveaux épisodes de dépression unipolaire.
Traitement des phobies sociales.
L'efficacité à long terme en cas de phobie sociale a été démontrée sur une durée allant jusqu'à 36 semaines.

Traitement des troubles anxieux généralisés.
Troubles paniques avec ou sans agoraphobie.
Traitement des troubles obsessionnels compulsifs.",true,,,
3951,"S-CITAP 10 MG, Comprimé pelliculé [P]",Boite de 20,10 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Commercialisé,N06AB10,96.4,60.3,A,Médicament,"Traitement de la dépression dans sa phase initiale et traitement d'entretien pour la prévention des rechutes.
Prévention de nouveaux épisodes de dépression unipolaire.
Traitement des phobies sociales.
L'efficacité à long terme en cas de phobie sociale a été démontrée sur une durée allant jusqu'à 36 semaines.

Traitement des troubles anxieux généralisés.
Troubles paniques avec ou sans agoraphobie.
Traitement des troubles obsessionnels compulsifs.",true,,,
3952,"S-CITAP 10 MG, Comprimé pelliculé [P]",Boite de 60,10 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Commercialisé,N06AB10,253.0,158.6,A,Médicament,"Traitement de la dépression dans sa phase initiale et traitement d'entretien pour la prévention des rechutes.
Prévention de nouveaux épisodes de dépression unipolaire.
Traitement des phobies sociales.
L'efficacité à long terme en cas de phobie sociale a été démontrée sur une durée allant jusqu'à 36 semaines.

Traitement des troubles anxieux généralisés.
Troubles paniques avec ou sans agoraphobie.
Traitement des troubles obsessionnels compulsifs.",true,,,
3953,"S-CITAP 20 MG, Comprimé pelliculé [P]",Boite de 20,20 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS) Statut :,Commercialisé,N06AB10,121.6,76.0,A,Médicament,"Traitement de la dépression dans sa phase initiale et traitement d'entretien pour la prévention des rechutes.
Prévention de nouveaux épisodes de dépression unipolaire.
Traitement des phobies sociales.
L'efficacité à long terme en cas de phobie sociale a été démontrée sur une durée allant jusqu'à 36 semaines.

Traitement des troubles anxieux généralisés.
Troubles paniques avec ou sans agoraphobie.
Traitement des troubles obsessionnels compulsifs.",true,,,
3954,"S-CITAP 20 MG, Comprimé pelliculé [P]",Boite de 30,20 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS) Statut :,Commercialisé,N06AB10,178.2,111.4,A,Médicament,"Traitement de la dépression dans sa phase initiale et traitement d'entretien pour la prévention des rechutes.
Prévention de nouveaux épisodes de dépression unipolaire.
Traitement des phobies sociales.
L'efficacité à long terme en cas de phobie sociale a été démontrée sur une durée allant jusqu'à 36 semaines.

Traitement des troubles anxieux généralisés.
Troubles paniques avec ou sans agoraphobie.
Traitement des troubles obsessionnels compulsifs.",true,,,
3955,"S-CITAP 5 MG, Comprimé pelliculé [P]",Boite de 30,5 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Commercialisé,N06AB10,74.8,46.7,A,Médicament,"Traitement des épisodes dépressifs majeurs (c’est-à-dire caractérisés).

- Traitement du trouble panique avec ou sans agoraphobie.

- Traitement du trouble « anxiété sociale » (phobie sociale).

- Traitement du trouble anxiété généralisée.

- Traitement des troubles obsessionnels compulsifs.",true,,,
3956,"S-CITAP 5 MG, Comprimé pelliculé [P]",Boite de 20,5 MG,Escitalopram,CIPLA MAROC,Antidepresseur: Inhibiteurs sélectifs de la recapture de la sérotonine (ISRS),Commercialisé,N06AB10,51.0,31.9,A,Médicament,"Traitement de la dépression dans sa phase initiale et traitement d'entretien pour la prévention des rechutes.
Prévention de nouveaux épisodes de dépression unipolaire.
Traitement des phobies sociales.
L'efficacité à long terme en cas de phobie sociale a été démontrée sur une durée allant jusqu'à 36 semaines.

Traitement des troubles anxieux généralisés.
Troubles paniques avec ou sans agoraphobie.
Traitement des troubles obsessionnels compulsifs.",true,,,
